city,fire_risk,frp,latitude,longitude,radius_of_risk,start_data,status,geom,id_foco_bdq
DELFINÓPOLIS,,2.1,-20.21143,-46.81562,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.81562 -20.21143),1815295951
JAÍBA,,2.1,-15.33087,-43.80265,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-43.80265 -15.33087),1815295959
VÁRZEA DA PALMA,,1.6,-17.53421,-44.75122,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-44.75122 -17.53421),1815295991
DELFINÓPOLIS,,1.5,-20.19918,-46.92406,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.92406 -20.19918),1815296042
BURITIZEIRO,,1.0,-17.50415,-45.00773,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-45.00773 -17.50415),1815296060
BURITIZEIRO,,1.4,-17.50103,-45.01115,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-45.01115 -17.50103),1815296061
SÃO ROQUE DE MINAS,,1.1,-20.19609,-46.73069,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.73069 -20.19609),1815296193
SÃO ROQUE DE MINAS,,5.9,-20.16581,-46.86838,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.86838 -20.16581),1815296606
BURITIZEIRO,,1.0,-17.50354,-45.01082,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-45.01082 -17.50354),1815296622
SÃO ROQUE DE MINAS,,2.3,-20.1905,-46.88553,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.88553 -20.1905),1815296845
SÃO ROQUE DE MINAS,,11.1,-20.16542,-46.86472,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.86472 -20.16542),1815296831
SÃO ROQUE DE MINAS,,3.0,-20.23577,-46.75554,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.75554 -20.23577),1815296818
SÃO ROQUE DE MINAS,,0.9,-20.24383,-46.77048,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.77048 -20.24383),1815296788
PARÁ DE MINAS,,1.2,-19.80095,-44.64061,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-44.64061 -19.80095),1815296780
PARACATU,,1.9,-17.16872,-46.83375,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.83375 -17.16872),1815296764
DELFINÓPOLIS,,2.4,-20.20271,-46.88169,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.88169 -20.20271),1815296737
SÃO ROQUE DE MINAS,,3.1,-20.1594,-46.86631,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.86631 -20.1594),1815296727
SÃO ROQUE DE MINAS,,1.1,-20.19089,-46.7287,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.7287 -20.19089),1815295000
SÃO ROQUE DE MINAS,,2.0,-20.16218,-46.85904,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.85904 -20.16218),1815295065
SÃO ROQUE DE MINAS,,3.0,-20.161,-46.85884,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.85884 -20.161),1815295097
SÃO ROQUE DE MINAS,,3.9,-20.16619,-46.86114,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.86114 -20.16619),1815295269
GOVERNADOR VALADARES,,1.2,-18.86269,-41.97818,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-41.97818 -18.86269),1815295288
SÃO JOÃO DEL REI,,1.3,-21.20472,-44.20743,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-44.20743 -21.20472),1815295390
SANTA CRUZ DE SALINAS,,0.9,-16.00651,-41.67831,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-41.67831 -16.00651),1815295392
SÃO ROQUE DE MINAS,,2.0,-20.16738,-46.86126,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.86126 -20.16738),1815296707
PARÁ DE MINAS,,1.2,-19.80206,-44.63515,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-44.63515 -19.80206),1815295475
SÃO ROQUE DE MINAS,,1.0,-20.18887,-46.72798,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.72798 -20.18887),1815295478
VÁRZEA DA PALMA,,1.6,-17.52862,-44.75314,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-44.75314 -17.52862),1815295510
SÃO ROQUE DE MINAS,,5.9,-20.16139,-46.86264,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.86264 -20.16139),1815295537
JAÍBA,,0.9,-15.33244,-43.8045,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-43.8045 -15.33244),1815295567
SÃO ROQUE DE MINAS,,0.9,-20.24321,-46.77337,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.77337 -20.24321),1815296703
SÃO ROQUE DE MINAS,,2.0,-20.15707,-46.85645,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.85645 -20.15707),1815295691
SÃO ROQUE DE MINAS,,1.5,-20.20856,-46.80279,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.80279 -20.20856),1815295719
DELFINÓPOLIS,,1.5,-20.20777,-46.80645,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.80645 -20.20777),1815295731
SÃO ROQUE DE MINAS,,2.3,-20.18964,-46.88944,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.88944 -20.18964),1815296090
BURITIZEIRO,,1.0,-17.49847,-45.00966,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-45.00966 -17.49847),1815296108
SÃO ROQUE DE MINAS,,1.0,-20.2411,-46.757,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.757 -20.2411),1815296119
SÃO ROQUE DE MINAS,,1.3,-20.19405,-46.73008,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.73008 -20.19405),1815296142
DELFINÓPOLIS,,2.0,-20.19752,-46.87944,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.87944 -20.19752),1815296602
JAÍBA,,0.9,-15.32754,-43.80353,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-43.80353 -15.32754),1815296343
SÃO ROQUE DE MINAS,,5.9,-20.16055,-46.86643,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.86643 -20.16055),1815296416
SÃO ROQUE DE MINAS,,1.3,-20.24036,-46.76042,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.76042 -20.24036),1815296468
SÃO ROQUE DE MINAS,,11.1,-20.16464,-46.86841,3000,2026-04-24 03:40:00+00:00,ACTIVE,POINT(-46.86841 -20.16464),1815296585
SANTA CRUZ DE SALINAS,,1.0,-16.00521,-41.67899,3000,2026-04-24 04:12:00+00:00,ACTIVE,POINT(-41.67899 -16.00521),1815301390
GAMELEIRAS,,0.7,-14.89707,-43.41345,3000,2026-04-24 04:12:00+00:00,ACTIVE,POINT(-43.41345 -14.89707),1815297089
IGARATINGA,,0.7,-19.963,-44.6893,3000,2026-04-24 04:12:00+00:00,ACTIVE,POINT(-44.6893 -19.963),1815297597
IGARATINGA,,0.8,-19.94895,-44.70707,3000,2026-04-24 04:12:00+00:00,ACTIVE,POINT(-44.70707 -19.94895),1815297811
PARÁ DE MINAS,,2.4,-19.80011,-44.63703,3000,2026-04-24 04:12:00+00:00,ACTIVE,POINT(-44.63703 -19.80011),1815301133
VÁRZEA DA PALMA,,0.4,-17.5345,-44.75441,3000,2026-04-24 04:12:00+00:00,ACTIVE,POINT(-44.75441 -17.5345),1815298338
BURITIZEIRO,,2.4,-17.50216,-45.00962,3000,2026-04-24 04:12:00+00:00,ACTIVE,POINT(-45.00962 -17.50216),1815298425
VAZANTE,,0.7,-17.56331,-46.6082,3000,2026-04-24 04:12:00+00:00,ACTIVE,POINT(-46.6082 -17.56331),1815298648
PONTO CHIQUE,,0.8,-16.70531,-44.95718,3000,2026-04-24 04:12:00+00:00,ACTIVE,POINT(-44.95718 -16.70531),1815302362
PARACATU,,1.6,-17.16633,-46.83375,3000,2026-04-24 04:12:00+00:00,ACTIVE,POINT(-46.83375 -17.16633),1815298758
GOVERNADOR VALADARES,,1.2,-18.8615,-41.98066,3000,2026-04-24 04:12:00+00:00,ACTIVE,POINT(-41.98066 -18.8615),1815300880
JAÍBA,,1.2,-15.3292,-43.80246,3000,2026-04-24 04:12:00+00:00,ACTIVE,POINT(-43.80246 -15.3292),1815299589
IGARATINGA,,0.4,-19.96224,-44.68999,3000,2026-04-24 04:12:00+00:00,ACTIVE,POINT(-44.68999 -19.96224),1815302038
VÁRZEA DA PALMA,,5.5,-17.53106,-44.75377,3000,2026-04-24 04:12:00+00:00,ACTIVE,POINT(-44.75377 -17.53106),1815302140
SÃO ROQUE DE MINAS,,1.3,-20.24978,-46.77672,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.77672 -20.24978),1815299475
SÃO ROQUE DE MINAS,,2.4,-20.24205,-46.75892,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.75892 -20.24205),1815301983
SÃO ROQUE DE MINAS,,1.8,-20.18904,-46.88745,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.88745 -20.18904),1815298461
SÃO ROQUE DE MINAS,,0.7,-20.17723,-46.80554,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.80554 -20.17723),1815301572
DELFINÓPOLIS,,1.2,-20.21291,-46.81709,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.81709 -20.21291),1815301521
SÃO ROQUE DE MINAS,,1.0,-20.2507,-46.77384,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.77384 -20.2507),1815301344
SÃO ROQUE DE MINAS,,1.6,-20.24346,-46.77218,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.77218 -20.24346),1815301723
DELFINÓPOLIS,,1.6,-20.20727,-46.80637,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.80637 -20.20727),1815299532
DELFINÓPOLIS,,1.2,-20.19777,-46.92363,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.92363 -20.19777),1815297158
DELFINÓPOLIS,,2.2,-20.20159,-46.88078,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.88078 -20.20159),1815299374
DELFINÓPOLIS,,0.5,-20.20648,-46.8108,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.8108 -20.20648),1815299190
DELFINÓPOLIS,,0.8,-20.20442,-46.88616,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.88616 -20.20442),1815297326
SÃO ROQUE DE MINAS,,1.0,-20.24709,-46.77298,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.77298 -20.24709),1815300549
DELFINÓPOLIS,,2.2,-20.19798,-46.8798,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.8798 -20.19798),1815298973
SÃO ROQUE DE MINAS,,19.1,-20.16224,-46.86791,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.86791 -20.16224),1815299662
SÃO ROQUE DE MINAS,,0.7,-20.15666,-46.85684,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.85684 -20.15666),1815297538
SÃO ROQUE DE MINAS,,1.3,-20.19441,-46.7307,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.7307 -20.19441),1815298756
SÃO ROQUE DE MINAS,,0.5,-20.17085,-46.79903,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.79903 -20.17085),1815298987
DELFINÓPOLIS,,1.2,-20.2101,-46.81163,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.81163 -20.2101),1815297622
DELFINÓPOLIS,,1.0,-20.21091,-46.80706,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.80706 -20.21091),1815300159
SÃO ROQUE DE MINAS,,1.6,-20.20806,-46.8019,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.8019 -20.20806),1815300065
DELFINÓPOLIS,,0.8,-20.19335,-46.9271,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.9271 -20.19335),1815297693
SÃO ROQUE DE MINAS,,0.7,-20.16026,-46.85788,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.85788 -20.16026),1815297884
SÃO ROQUE DE MINAS,,0.5,-20.17168,-46.79443,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.79443 -20.17168),1815297929
SÃO ROQUE DE MINAS,,1.9,-20.18538,-46.88669,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.88669 -20.18538),1815302339
SÃO ROQUE DE MINAS,,0.8,-20.19081,-46.7298,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.7298 -20.19081),1815298005
SÃO ROQUE DE MINAS,,0.8,-20.18721,-46.7289,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.7289 -20.18721),1815298035
DELFINÓPOLIS,,1.2,-20.21373,-46.81246,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.81246 -20.21373),1815301671
SÃO ROQUE DE MINAS,,2.8,-20.16387,-46.85886,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.85886 -20.16387),1815298044
SÃO JOÃO DEL REI,,1.1,-21.20568,-44.2086,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-44.2086 -21.20568),1815299566
SÃO JOÃO DEL REI,,1.1,-21.20234,-44.20799,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-44.20799 -21.20234),1815298881
SÃO ROQUE DE MINAS,,1.2,-20.18814,-46.7657,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.7657 -20.18814),1815299859
SÃO ROQUE DE MINAS,,1.5,-20.23842,-46.75818,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.75818 -20.23842),1815298891
SÃO ROQUE DE MINAS,,2.8,-20.16306,-46.86335,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.86335 -20.16306),1815302294
SÃO ROQUE DE MINAS,,1.5,-20.23481,-46.75728,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.75728 -20.23481),1815298168
DELFINÓPOLIS,,0.7,-20.17361,-46.93129,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.93129 -20.17361),1815302308
SÃO ROQUE DE MINAS,,1.5,-20.22966,-46.76515,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.76515 -20.22966),1815301911
SÃO ROQUE DE MINAS,,0.4,-20.19769,-46.75443,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.75443 -20.19769),1815301032
SÃO ROQUE DE MINAS,,2.6,-20.1941,-46.75348,3000,2026-04-24 04:14:00+00:00,ACTIVE,POINT(-46.75348 -20.1941),1815299824
VÁRZEA DA PALMA,,4.3,-17.53167,-44.75241,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-44.75241 -17.53167),1815299320
SÃO ROQUE DE MINAS,,1.8,-20.19579,-46.75253,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.75253 -20.19579),1815297245
SÃO ROQUE DE MINAS,,2.6,-20.16158,-46.86629,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.86629 -20.16158),1815297254
SÃO JOÃO DEL REI,,1.1,-21.2055,-44.20782,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-44.20782 -21.2055),1815297355
SÃO ROQUE DE MINAS,,0.6,-20.18876,-46.72589,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.72589 -20.18876),1815297414
PARACATU,,2.0,-17.16598,-46.834,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.834 -17.16598),1815297416
DELFINÓPOLIS,,3.9,-20.20903,-46.81072,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.81072 -20.20903),1815297427
ITAPECERICA,,0.9,-20.41479,-45.19509,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-45.19509 -20.41479),1815297489
PONTO CHIQUE,,0.6,-16.70783,-44.9567,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-44.9567 -16.70783),1815297540
BURITIZEIRO,,1.0,-17.50061,-45.00682,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-45.00682 -17.50061),1815297635
SÃO ROQUE DE MINAS,,0.8,-20.19172,-46.7305,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.7305 -20.19172),1815297684
SÃO ROQUE DE MINAS,,1.6,-20.23546,-46.75324,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.75324 -20.23546),1815297882
SÃO ROQUE DE MINAS,,2.6,-20.16569,-46.86261,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.86261 -20.16569),1815298188
DELFINÓPOLIS,,0.6,-20.21314,-46.80713,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.80713 -20.21314),1815298231
SÃO ROQUE DE MINAS,,1.6,-20.23841,-46.75795,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.75795 -20.23841),1815298266
DELFINÓPOLIS,,1.7,-20.20248,-46.88103,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.88103 -20.20248),1815298330
DELFINÓPOLIS,,1.5,-20.19543,-46.88021,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.88021 -20.19543),1815298408
DELFINÓPOLIS,,0.7,-20.17722,-46.95685,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.95685 -20.17722),1815298589
SÃO ROQUE DE MINAS,,0.6,-20.19231,-46.72631,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.72631 -20.19231),1815298653
SÃO ROQUE DE MINAS,,5.1,-20.161,-46.87037,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.87037 -20.161),1815298751
SACRAMENTO,,0.7,-20.17021,-46.93098,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.93098 -20.17021),1815298794
SÃO ROQUE DE MINAS,,1.4,-20.16276,-46.85804,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.85804 -20.16276),1815298846
DELFINÓPOLIS,,1.2,-20.17373,-46.93143,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.93143 -20.17373),1815298865
SÃO ROQUE DE MINAS,,1.4,-20.20672,-46.80177,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.80177 -20.20672),1815298965
SÃO ROQUE DE MINAS,,0.9,-20.25067,-46.77328,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.77328 -20.25067),1815298978
SÃO ROQUE DE MINAS,,0.9,-20.24714,-46.77282,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.77282 -20.24714),1815299063
DELFINÓPOLIS,,1.5,-20.19957,-46.87636,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.87636 -20.19957),1815299268
DELFINÓPOLIS,,1.2,-20.21255,-46.81121,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.81121 -20.21255),1815299336
SÃO ROQUE DE MINAS,,1.4,-20.20612,-46.80598,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.80598 -20.20612),1815299568
JAÍBA,,1.1,-15.3312,-43.80424,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-43.80424 -15.3312),1815299746
DELFINÓPOLIS,,0.5,-20.19605,-46.92557,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.92557 -20.19605),1815299794
BURITIZEIRO,,0.8,-17.49998,-45.01147,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-45.01147 -17.49998),1815299874
PARÁ DE MINAS,,1.6,-19.79875,-44.63512,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-44.63512 -19.79875),1815299935
DELFINÓPOLIS,,0.7,-20.19191,-46.92941,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.92941 -20.19191),1815299964
SÃO ROQUE DE MINAS,,0.6,-20.15922,-46.85767,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.85767 -20.15922),1815300096
SÃO ROQUE DE MINAS,,1.0,-20.20383,-46.79686,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.79686 -20.20383),1815300255
DELFINÓPOLIS,,1.3,-20.18785,-46.88308,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.88308 -20.18785),1815300447
SÃO ROQUE DE MINAS,,2.6,-20.1651,-46.86675,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.86675 -20.1651),1815300708
SÃO ROQUE DE MINAS,,0.8,-20.24361,-46.77234,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.77234 -20.24361),1815300718
SÃO ROQUE DE MINAS,,2.6,-20.16216,-46.86219,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.86219 -20.16216),1815300776
VAZANTE,,0.7,-17.56244,-46.60583,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.60583 -17.56244),1815300901
DELFINÓPOLIS,,0.4,-20.2054,-46.88565,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.88565 -20.2054),1815301196
SÃO ROQUE DE MINAS,,1.1,-20.23517,-46.75434,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.75434 -20.23517),1815301252
SÃO ROQUE DE MINAS,,1.1,-20.23809,-46.75906,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.75906 -20.23809),1815301371
DELFINÓPOLIS,,1.5,-20.19895,-46.88065,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.88065 -20.19895),1815301424
SÃO ROQUE DE MINAS,,1.1,-20.23871,-46.7548,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.7548 -20.23871),1815301657
PONTO CHIQUE,,0.8,-16.70658,-44.95431,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-44.95431 -16.70658),1815301697
SÃO ROQUE DE MINAS,,1.2,-20.19519,-46.75668,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.75668 -20.19519),1815301777
DELFINÓPOLIS,,1.2,-20.21197,-46.81528,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.81528 -20.21197),1815301818
SÃO ROQUE DE MINAS,,1.0,-20.19526,-46.73093,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.73093 -20.19526),1815301924
SÃO ROQUE DE MINAS,,1.3,-20.18726,-46.88717,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.88717 -20.18726),1815302014
DELFINÓPOLIS,,0.4,-20.20187,-46.88524,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.88524 -20.20187),1815302023
SÃO ROQUE DE MINAS,,1.3,-20.24193,-46.75852,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.75852 -20.24193),1815302053
SÃO ROQUE DE MINAS,,1.0,-20.22978,-46.76669,3000,2026-04-24 04:32:00+00:00,ACTIVE,POINT(-46.76669 -20.22978),1815302071
SÃO JOÃO DA PONTE,,4.1,-15.93081,-43.73004,3000,2026-04-24 11:45:00+00:00,ACTIVE,POINT(-43.73004 -15.93081),1815353457
VÁRZEA DA PALMA,,4.1,-17.60356,-44.60712,3000,2026-04-24 11:45:00+00:00,ACTIVE,POINT(-44.60712 -17.60356),1815353470
BOA ESPERANÇA,,5.1,-21.0323,-45.57448,3000,2026-04-24 11:45:00+00:00,ACTIVE,POINT(-45.57448 -21.0323),1815357130
MONTE SANTO DE MINAS,,4.8,-21.18964,-46.96548,3000,2026-04-24 11:45:00+00:00,ACTIVE,POINT(-46.96548 -21.18964),1815353816
BOA ESPERANÇA,,4.1,-21.02344,-45.57309,3000,2026-04-24 11:45:00+00:00,ACTIVE,POINT(-45.57309 -21.02344),1815356027
DELFINÓPOLIS,,7.6,-20.20546,-46.88226,3000,2026-04-24 11:45:00+00:00,ACTIVE,POINT(-46.88226 -20.20546),1815355856
MONTE SANTO DE MINAS,,4.8,-21.18964,-46.96546,3000,2026-04-24 11:45:00+00:00,ACTIVE,POINT(-46.96546 -21.18964),1815355405
VÁRZEA DA PALMA,,5.4,-17.60226,-44.61637,3000,2026-04-24 11:45:00+00:00,ACTIVE,POINT(-44.61637 -17.60226),1815354059
SÃO JOÃO DA PONTE,,4.1,-15.9308,-43.73006,3000,2026-04-24 11:45:00+00:00,ACTIVE,POINT(-43.73006 -15.9308),1815354173
VÁRZEA DA PALMA,,5.4,-17.60225,-44.61639,3000,2026-04-24 11:45:00+00:00,ACTIVE,POINT(-44.61639 -17.60225),1815354099
DELFINÓPOLIS,,7.6,-20.20546,-46.88227,3000,2026-04-24 11:45:00+00:00,ACTIVE,POINT(-46.88227 -20.20546),1815352673
MINAS NOVAS,,5.8,-17.37627,-42.61813,3000,2026-04-24 11:45:00+00:00,ACTIVE,POINT(-42.61813 -17.37627),1815352845
VÁRZEA DA PALMA,,4.1,-17.60356,-44.60711,3000,2026-04-24 11:45:00+00:00,ACTIVE,POINT(-44.60711 -17.60356),1815352866
TURMALINA,,5.1,-17.38575,-42.61941,3000,2026-04-24 11:45:00+00:00,ACTIVE,POINT(-42.61941 -17.38575),1815352939
TURMALINA,,5.1,-17.38575,-42.61942,3000,2026-04-24 11:45:00+00:00,ACTIVE,POINT(-42.61942 -17.38575),1815353006
BOA ESPERANÇA,,4.1,-21.02344,-45.5731,3000,2026-04-24 11:45:00+00:00,ACTIVE,POINT(-45.5731 -21.02344),1815353090
BOA ESPERANÇA,,5.1,-21.03229,-45.57449,3000,2026-04-24 11:45:00+00:00,ACTIVE,POINT(-45.57449 -21.03229),1815353279
MINAS NOVAS,,5.8,-17.37627,-42.61815,3000,2026-04-24 11:45:00+00:00,ACTIVE,POINT(-42.61815 -17.37627),1815353454
EXTREMA,,3.8,-22.83174,-46.33289,3000,2026-04-24 11:47:00+00:00,ACTIVE,POINT(-46.33289 -22.83174),1815357144
EXTREMA,,3.8,-22.83174,-46.3329,3000,2026-04-24 11:47:00+00:00,ACTIVE,POINT(-46.3329 -22.83174),1815353042
PRESIDENTE OLEGÁRIO,,7.1,-18.32847,-46.32913,3000,2026-04-24 16:09:00+00:00,ACTIVE,POINT(-46.32913 -18.32847),1815364696
CANDEIAS,,3.5,-20.81602,-45.18009,3000,2026-04-24 16:09:00+00:00,ACTIVE,POINT(-45.18009 -20.81602),1815364683
POCRANE,,3.4,-19.67908,-41.51886,3000,2026-04-24 16:09:00+00:00,ACTIVE,POINT(-41.51886 -19.67908),1815364686
VÁRZEA DA PALMA,,7.2,-17.60268,-44.61282,3000,2026-04-24 16:09:00+00:00,ACTIVE,POINT(-44.61282 -17.60268),1815364716
COUTO DE MAGALHÃES DE MINAS,,3.1,-18.00909,-43.48358,3000,2026-04-24 16:09:00+00:00,ACTIVE,POINT(-43.48358 -18.00909),1815364624
BURITIZEIRO,,4.0,-17.82224,-45.35887,3000,2026-04-24 16:09:00+00:00,ACTIVE,POINT(-45.35887 -17.82224),1815364740
PRESIDENTE OLEGÁRIO,,7.1,-18.3291,-46.3348,3000,2026-04-24 16:09:00+00:00,ACTIVE,POINT(-46.3348 -18.3291),1815364751
SÃO ROQUE DE MINAS,,11.8,-20.31805,-46.58646,3000,2026-04-24 16:09:00+00:00,ACTIVE,POINT(-46.58646 -20.31805),1815364663
